,SPY,Mkt-RF,SMB,HML,RF
2007-09-06,0.002298203202003805,0.0042,0.0,-0.0021,0.00017
2007-09-07,-0.014004255456097498,-0.017,-0.0032,0.0023,0.00017
2007-09-10,-0.0019187021252109388,-0.0027,-0.0052,-0.0022,0.00017
2007-09-11,0.011592592595892145,0.013500000000000002,0.0005,-0.0034999999999999996,0.00017
2007-09-12,0.0025736466148845224,-0.0003,-0.0045000000000000005,-0.0019,0.00017
2007-09-13,0.007008432678320366,0.0069,-0.0063,0.002,0.00017
2007-09-14,-6.719695592220641e-05,0.001,0.0038,-0.0012,0.00017
2007-09-17,-0.005387251262405136,-0.006,-0.0043,0.0003,0.00017
2007-09-18,0.02901466410852554,0.0288,0.0059,0.0039000000000000003,0.00017
2007-09-19,0.005885662648031182,0.0059,0.0058,0.0024,0.00017
2007-09-20,-0.007066910770321239,-0.006500000000000001,-0.0016,-0.0037,0.00017
2007-09-21,0.0026949969551272545,0.0043,-0.0022,-0.0028000000000000004,0.00017
2007-09-24,-0.0018442601256073868,-0.005600000000000001,-0.0038,-0.0062,0.00017
2007-09-25,-0.0019796190162133403,-0.0003,-0.0029,-0.004,0.00017
2007-09-26,0.005270563014603565,0.006,0.0018,-0.002,0.00017
2007-09-27,0.005896008201830684,0.0043,0.0019,-0.0004,0.00017
2007-09-28,-0.003337029262595787,-0.0037,-0.0054,0.0003,0.00017
2007-10-01,0.011209443911463194,0.0137,0.008100000000000001,0.0006,0.00014
2007-10-02,-0.0013612181059465354,0.0011,0.0066,0.0019,0.00014
2007-10-03,-0.002014292860601956,-0.0048,-0.0021,-0.0012,0.00014
2007-10-04,0.001560033224428637,0.0018,-0.0005,0.001,0.00014
2007-10-05,0.011811244902828134,0.011000000000000001,0.0067,-0.0008,0.00014
2007-10-08,-0.005340143103081398,-0.0027,-0.0019,-0.0032,0.00014
2007-10-09,0.009374144004823257,0.0078000000000000005,-0.002,-0.0022,0.00014
2007-10-10,-0.00166272202946068,-0.0013,0.0001,-0.0040999999999999995,0.00014
2007-10-11,-0.004812890690075145,-0.0058,-0.006500000000000001,0.0052,0.00014
2007-10-12,0.005516815358129362,0.0051,0.0013,-0.0034999999999999996,0.00014
2007-10-15,-0.008479912740401007,-0.0089,-0.0042,-0.0017000000000000001,0.00014
2007-10-16,-0.007966568927191216,-0.0067,-0.0005,-0.003,0.00014
2007-10-17,0.0030519097232812077,0.0022,-0.0017000000000000001,-0.0021,0.00014
2007-10-18,-0.003636802029988329,-0.001,0.0013,-0.0042,0.00014
2007-10-19,-0.026505123950162055,-0.0245,-0.0048,0.0001,0.00014
2007-10-22,0.005796145341996762,0.004699999999999999,0.0089,0.0005,0.00014
2007-10-23,0.008071448446954121,0.0085,0.0008,-0.006,0.00014
2007-10-24,-0.0018471445740749467,-0.0033,-0.0046,-0.0021,0.00014
2007-10-25,0.002374085945269206,-0.0019,-0.0031,-0.0007000000000000001,0.00014
2007-10-26,0.01165449577089147,0.0138,0.0025,0.0036,0.00014
2007-10-29,0.0033147995733614904,0.004,-0.0026,-0.0055000000000000005,0.00014
2007-10-30,-0.0069667403987917695,-0.0064,0.0006,0.0016,0.00014
2007-10-31,0.010334339080039936,0.0123,0.0002,-0.0012,0.00014
2007-11-01,-0.023685774106421104,-0.026600000000000002,-0.0088,-0.0042,0.00016
2007-11-02,0.0011248925943210834,0.0008,0.002,-0.0088,0.00016
2007-11-05,-0.00763437254444822,-0.0059,-0.0032,-0.0003,0.00016
2007-11-06,0.013371903112935856,0.011899999999999999,0.0002,-0.0018,0.00016
2007-11-07,-0.027737059479706595,-0.0277,-0.0005,-0.005,0.00016
2007-11-08,-0.0050835066647348685,-0.0005,0.0054,0.011699999999999999,0.00016
2007-11-09,-0.013821361902791875,-0.0146,0.0021,0.0086,0.00016
2007-11-12,-0.009971031168707246,-0.0108,0.0038,0.0031,0.00016
2007-11-13,0.03002457475504457,0.0281,-0.0048,0.001,0.00016
2007-11-14,-0.002772459960045278,-0.0063,-0.0018,-0.0024,0.00016
2007-11-15,-0.014529200105341445,-0.0125,0.0003,-0.0007000000000000001,0.00016
2007-11-16,0.0017164581595029407,0.0040999999999999995,-0.0062,-0.0068000000000000005,0.00016
2007-11-19,-0.014022116344239551,-0.0181,-0.0029,-0.0034999999999999996,0.00016
2007-11-20,0.006102769997842495,0.0031,-0.0059,-0.0011,0.00016
2007-11-21,-0.020676823736192704,-0.0154,0.0042,0.0003,0.00016
2007-11-23,0.017144567282756144,0.0159,0.0018,0.0023,0.00016
2007-11-26,-0.02231031422719069,-0.0209,-0.0009,-0.005699999999999999,0.00016
2007-11-27,0.011427476979067113,0.0131,-0.005600000000000001,-0.0019,0.00016
2007-11-28,0.031483945760894465,0.028999999999999998,0.0033,-0.0021,0.00016
2007-11-29,0.0003395301640479849,0.0001,-0.0051,-0.0031,0.00016
2007-11-30,0.010005488060564017,0.006999999999999999,-0.006,0.0088,0.00016
2007-12-03,-0.006614751491589297,-0.006,-0.0058,0.002,0.00014
2007-12-04,-0.008978095703798112,-0.0060999999999999995,-0.0015,-0.0018,0.00014
2007-12-05,0.016601155385998226,0.0147,0.0002,-0.0003,0.00014
2007-12-06,0.014211924635300563,0.0155,0.0083,0.0036,0.00014
2007-12-07,-0.0001986161930136047,-0.0007000000000000001,0.0009,-0.0015,0.00014
2007-12-10,0.007722865631104573,0.0070999999999999995,-0.0012,0.0019,0.00014
2007-12-11,-0.027802479314478098,-0.025,-0.0031,-0.0004,0.00014
2007-12-12,0.00982281843723346,0.0048,0.0002,-0.0019,0.00014
2007-12-13,-0.00207760713569714,0.0006,-0.0033,-0.0033,0.00014
2007-12-14,-0.012760775766305068,-0.013600000000000001,-0.0048,-0.003,0.00014
2007-12-17,-0.014372064747751706,-0.0158,-0.0021,0.0032,0.00014
2007-12-18,0.005568227228010713,0.006500000000000001,0.0115,-0.0006,0.00014
2007-12-19,0.0,-0.001,0.0032,-0.0043,0.00014
2007-12-20,0.006287032900101722,0.0064,0.0085,-0.0037,0.00014
2007-12-21,0.014312191269753931,0.016399999999999998,0.0031,-0.0005,0.00014
2007-12-24,0.007398603109545117,0.008,0.0009,0.0018,0.00014
2007-12-26,0.0021419797410468853,0.001,0.0023,-0.001,0.00014
2007-12-27,-0.01265092327077225,-0.0149,-0.011699999999999999,0.0006,0.00014
2007-12-28,-0.0025089228776803856,0.0012,-0.0037,-0.0012,0.00014
2007-12-31,-0.007427135433266752,-0.006500000000000001,0.0001,0.0044,0.00014
2008-01-02,-0.008793083615822497,-0.0146,-0.001,-0.0011,0.0001
2008-01-03,-0.00048317318936900257,-0.0014000000000000002,-0.0102,-0.0039000000000000003,0.0001
2008-01-04,-0.024811909380284974,-0.0256,-0.004699999999999999,0.0008,0.0001
2008-01-07,-0.0008491886006736356,0.0016,0.0009,0.0018,0.0001
2008-01-08,-0.01628007319105355,-0.0181,-0.0042,-0.0088,0.0001
2008-01-09,0.010455140564439322,0.011000000000000001,-0.0036,-0.0064,0.0001
2008-01-10,0.006532639862259359,0.0089,-0.0011,0.004699999999999999,0.0001
2008-01-11,-0.008101112799305815,-0.014199999999999999,-0.0075,0.0029,0.0001
2008-01-14,0.008030435008413524,0.0102,-0.0004,-0.002,0.0001
2008-01-15,-0.022258868319687646,-0.0239,0.004699999999999999,-0.0016,0.0001
2008-01-16,-0.008649810991913767,-0.0051,0.0086,0.0111,0.0001
2008-01-17,-0.02625837704063873,-0.027999999999999997,0.0034999999999999996,-0.0004,0.0001
2008-01-18,-0.010320497101862551,-0.005600000000000001,-0.0023,-0.0083,0.0001
2008-01-22,-0.010198392277169024,-0.0098,0.0031,0.0131,0.0001
2008-01-23,0.023736834760865723,0.0204,0.0064,0.0177,0.0001
2008-01-24,0.008406271223659825,0.0102,-0.009399999999999999,-0.0052,0.0001
2008-01-25,-0.014551077167550287,-0.0139,0.0084,0.0016,0.0001
2008-01-28,0.016401506268737556,0.0171,0.0003,0.01,0.0001
2008-01-29,0.00494146462449925,0.0069,-0.005,0.0104,0.0001
2008-01-30,-0.007384669419386304,-0.0059,-0.0038,-0.0004,0.0001
2008-01-31,0.018069874401736196,0.0166,0.0084,0.0043,0.0001
2008-02-01,0.015959934204143548,0.0148,0.0069,0.0007000000000000001,7e-05
2008-02-04,-0.012689293906109423,-0.009899999999999999,0.0016,-0.002,7e-05
2008-02-05,-0.027138993682662392,-0.0301,0.0040999999999999995,0.0007000000000000001,7e-05
2008-02-06,-0.00808476734520112,-0.0085,-0.0039000000000000003,0.0052,7e-05
2008-02-07,0.006592247198823207,0.008199999999999999,0.0036,0.0012,7e-05
2008-02-08,-0.0064417053525400655,-0.003,-0.001,-0.0032,7e-05
2008-02-11,0.005096953815561839,0.0058,-0.0019,-0.005699999999999999,7e-05
2008-02-12,0.009228526359948412,0.0060999999999999995,-0.0015,-0.0004,7e-05
2008-02-13,0.010170911602775841,0.0146,0.0072,-0.0004,7e-05
2008-02-14,-0.008838578408145122,-0.013500000000000002,-0.0076,0.0014000000000000002,7e-05
2008-02-15,-0.00022209175792362303,-0.0002,-0.008199999999999999,0.0038,7e-05
2008-02-19,0.0028080564523053943,-0.0006,0.0022,-0.0029,7e-05
2008-02-20,0.0029472124642883793,0.0083,0.0022,0.0003,7e-05
2008-02-21,-0.00834844099929466,-0.0128,-0.0034999999999999996,-0.0022,7e-05
2008-02-22,0.006139048045246176,0.0060999999999999995,-0.0086,0.0059,7e-05
2008-02-25,0.012529953426888757,0.0146,0.0049,-0.0012,7e-05
2008-02-26,0.0074722678718051475,0.0072,0.0038,-0.0002,7e-05
2008-02-27,-0.0010126448406141539,-0.0011,-0.0002,-0.0023,7e-05
2008-02-28,-0.009814761836171833,-0.009300000000000001,-0.0039000000000000003,-0.0051,7e-05
2008-02-29,-0.022536086351648436,-0.0264,0.0009,-0.0012,7e-05
2008-03-03,-0.0023941372290883865,-0.0004,-0.0023,-0.0038,9e-05
2008-03-04,-0.003827594581205837,-0.0036,-0.0001,0.0002,9e-05
2008-03-05,0.006296126532896191,0.005600000000000001,-0.002,-0.0040999999999999995,9e-05
2008-03-06,-0.020914808502825413,-0.0226,-0.0042,-0.0024,9e-05
2008-03-07,-0.01035435397874745,-0.0088,0.002,0.0067,9e-05
2008-03-10,-0.013270876448773606,-0.0172,-0.006500000000000001,0.006500000000000001,9e-05
2008-03-11,0.035307205157687066,0.035699999999999996,0.0021,0.002,9e-05
2008-03-12,-0.009395494675274596,-0.0077,0.002,-0.0070999999999999995,9e-05
2008-03-13,0.002205340896333506,0.006500000000000001,0.0131,-0.0024,9e-05
2008-03-14,-0.015617241413207306,-0.0207,-0.002,-0.0031,9e-05
2008-03-17,-0.01015857702909139,-0.0121,-0.0083,0.0055000000000000005,9e-05
2008-03-18,0.040703309236076866,0.0409,0.0005,-0.002,9e-05
2008-03-19,-0.025081480378906826,-0.023700000000000002,0.0001,0.0025,9e-05
2008-03-20,0.018353227984364895,0.023,-0.0016,0.008100000000000001,9e-05
2008-03-24,0.01979057503378789,0.0171,0.0116,-0.0060999999999999995,9e-05
2008-03-25,0.0009646910487855542,0.0038,0.0043,-0.0019,9e-05
2008-03-26,-0.012311263709453183,-0.008199999999999999,0.0058,-0.0048,9e-05
2008-03-27,-0.003158253670455998,-0.0113,-0.0019,-0.0001,9e-05
2008-03-28,-0.009610682626127177,-0.008199999999999999,-0.0045000000000000005,0.0019,9e-05
2008-03-31,0.0034916502046000737,0.005699999999999999,0.0006,0.0049,9e-05
2008-04-01,0.03455543870175691,0.0337,-0.006999999999999999,0.0005,8e-05
2008-04-02,0.000658902151524762,-0.0009,0.0049,-0.0017000000000000001,8e-05
2008-04-03,0.0024838147310689363,0.0014000000000000002,-0.0005,-0.0017000000000000001,8e-05
2008-04-04,-0.0010951550244529089,0.0016,0.0007000000000000001,-0.0049,8e-05
2008-04-07,0.0005116696236584619,0.0014000000000000002,-0.0045000000000000005,0.004699999999999999,8e-05
2008-04-08,-0.0010228778329540787,-0.0034000000000000002,0.0033,-0.0012,8e-05
2008-04-09,-0.00726230559933317,-0.0096,-0.0084,-0.0014000000000000002,8e-05
2008-04-10,0.0013979848144636616,0.0053,0.0067,-0.0054,8e-05
2008-04-11,-0.019600003071259718,-0.0202,-0.0060999999999999995,0.005,8e-05
2008-04-14,-0.003379624804723134,-0.0038,0.0017000000000000001,-0.0028000000000000004,8e-05
2008-04-15,0.002329648771292302,0.0046,0.0028000000000000004,0.0037,8e-05
2008-04-16,0.026733307477949095,0.0227,0.0048,0.0011,8e-05
2008-04-17,0.001460511110323779,-0.001,-0.0086,0.004,8e-05
2008-04-18,0.010379926920461312,0.0167,0.0014000000000000002,-0.0063,8e-05
2008-04-21,0.000505439053590008,-0.0017000000000000001,-0.0011,-0.0060999999999999995,8e-05
2008-04-22,-0.004412515556883002,-0.0097,-0.0115,0.0040999999999999995,8e-05
2008-04-23,-0.0015960176698717814,0.0026,0.0021,-0.011899999999999999,8e-05
2008-04-24,0.004347284223014591,0.0066,0.005600000000000001,0.004699999999999999,8e-05
2008-04-25,0.009211132537188632,0.0068000000000000005,-0.0021,0.002,8e-05
2008-04-28,0.00021507205776574544,-0.0003,0.0055000000000000005,0.0013,8e-05
2008-04-29,-0.003946845570290326,-0.0036,-0.0045000000000000005,0.0038,8e-05
2008-04-30,-0.005913481361515272,-0.003,-0.0008,-0.0002,8e-05
2008-05-01,0.020474729266571078,0.0166,0.0005,0.0032,8e-05
2008-05-02,0.0027595028474207022,0.002,-0.0075,0.0,8e-05
2008-05-05,-0.0048162534267999855,-0.0040999999999999995,0.003,-0.0016,8e-05
2008-05-06,0.008625508207498125,0.0075,-0.0006,0.004,8e-05
2008-05-07,-0.017971156169401637,-0.0166,0.0007000000000000001,-0.0019,8e-05
2008-05-08,-0.002583970855136857,0.0037,0.0013,-0.0026,8e-05
2008-05-09,-0.0018699744650071308,-0.0054,0.0064,-0.0025,8e-05
2008-05-12,0.011168244846136788,0.011000000000000001,0.0067,-0.0037,8e-05
2008-05-13,0.0001425321655342905,0.0009,0.0066,-0.0012,8e-05
2008-05-14,0.0020618705487664784,0.0038,-0.0040999999999999995,0.0011,8e-05
2008-05-15,0.012425787038755283,0.0102,-0.0009,-0.0027,8e-05
2008-05-16,0.0009118541454296545,0.001,-0.0042,0.0,8e-05
2008-05-19,0.002729753936908912,-0.0002,-0.0028000000000000004,0.0015,8e-05
2008-05-20,-0.008141895809790028,-0.008,0.0060999999999999995,-0.0015,8e-05
2008-05-21,-0.017059443170367034,-0.015600000000000001,0.0042,0.0026,8e-05
2008-05-22,0.0001433103849981179,0.0038,0.0025,0.0008,8e-05
2008-05-23,-0.013494811972707741,-0.0124,0.0016,-0.004,8e-05
2008-05-27,0.007383509007774396,0.0072,0.0055000000000000005,-0.0015,8e-05
2008-05-28,0.004605092331255246,0.0049,-0.0006,-0.0013,8e-05
2008-05-29,0.005012257988406658,0.0060999999999999995,0.0029,-0.002,8e-05
2008-05-30,0.002497056665051242,0.0029,0.0026,-0.0004,8e-05
2008-06-02,-0.0103851181061522,-0.0098,0.0014000000000000002,0.002,8e-05
2008-06-03,-0.005848634763847053,-0.0046,0.0028000000000000004,0.0003,8e-05
2008-06-04,-0.0005069080577991703,0.0002,0.0068000000000000005,-0.0067,8e-05
2008-06-05,0.01979975903265524,0.0195,0.0034000000000000002,-0.002,8e-05
2008-06-06,-0.032413342182346545,-0.028999999999999998,0.0018,-0.0009,8e-05
2008-06-09,0.002418114427649019,-0.0003,-0.0051,-0.0038,8e-05
2008-06-10,-0.00498965245292573,-0.0031,0.0001,-0.0016,8e-05
2008-06-11,-0.014821535993450928,-0.0166,-0.0018,-0.0005,8e-05
2008-06-12,0.003800286971206853,0.0031,-0.0002,0.0005,8e-05
2008-06-13,0.012564732625720517,0.0155,0.003,-0.0046,8e-05
2008-06-16,0.0005878277818653226,0.0015,0.0086,-0.0009,8e-05
2008-06-17,-0.004856860188670329,-0.0055000000000000005,0.0013,-0.0022,8e-05
2008-06-18,-0.009783959889056284,-0.0096,0.0018,0.0016,8e-05
2008-06-19,0.0012650477498152987,0.0034000000000000002,0.0051,-0.006999999999999999,8e-05
2008-06-20,-0.016364596134181102,-0.0179,0.0031,0.0013,8e-05
2008-06-23,-0.0009886236462806463,-0.0016,-0.0064,-0.0034999999999999996,8e-05
2008-06-24,-0.0019800341343917983,-0.0054,-0.0116,0.0028000000000000004,8e-05
2008-06-25,0.004714761263083613,0.0064,0.0034999999999999996,-0.004,8e-05
2008-06-26,-0.0275356924758504,-0.028300000000000002,0.0051,0.0017000000000000001,8e-05
2008-06-27,-0.0054739123476588184,-0.0037,0.0025,-0.005,8e-05
2008-06-30,0.0035222881323495416,-0.0007000000000000001,-0.0125,0.0028000000000000004,8e-05
2008-07-01,0.0031207884567880356,0.0029,-0.0046,0.0032,7e-05
2008-07-02,-0.017285309711020058,-0.02,-0.0091,0.0024,7e-05
2008-07-03,0.0010298929998766096,-0.0015,-0.0062,-0.0022,7e-05
2008-07-07,-0.010265366436920926,-0.008100000000000001,0.0019,-0.0126,7e-05
2008-07-08,0.01760126469804525,0.0184,0.0098,0.0227,7e-05
2008-07-09,-0.019442998081121432,-0.0206,-0.0005,-0.0137,7e-05
2008-07-10,0.004078782947651044,0.006500000000000001,-0.0003,-0.011699999999999999,7e-05
2008-07-11,-0.011720500901841398,-0.0088,0.015300000000000001,-0.011200000000000002,7e-05
2008-07-14,-0.009085196218708926,-0.009300000000000001,-0.0006,-0.024399999999999998,7e-05
2008-07-15,-0.014197439893117968,-0.0096,0.0124,-0.012199999999999999,7e-05
2008-07-16,0.024251109923387026,0.0252,-0.0004,0.046,7e-05
2008-07-17,0.009953520340310195,0.011200000000000002,-0.0016,0.0404,7e-05
2008-07-18,0.0062107425267296235,-0.0008,-0.008199999999999999,0.0111,7e-05
2008-07-21,0.0005553114477856345,0.0016,0.0031,-0.0054,7e-05
2008-07-22,0.011280917404854561,0.0137,0.0088,0.030299999999999997,7e-05
2008-07-23,0.0053981482022115645,0.0032,0.0008,0.0149,7e-05
2008-07-24,-0.020972103679437457,-0.0231,0.005600000000000001,-0.0281,7e-05
2008-07-25,-0.0002392570065201448,0.004699999999999999,0.0092,-0.0096,7e-05
2008-07-28,-0.014772255344043798,-0.0176,0.0005,-0.0137,7e-05
2008-07-29,0.0211277345837767,0.0227,-0.004,0.032,7e-05
2008-07-30,0.01766057123762226,0.0158,-0.0141,-0.0005,7e-05
2008-07-31,-0.013314609045621085,-0.0116,0.005699999999999999,0.0039000000000000003,7e-05
2008-08-01,-0.005296869011128354,-0.004699999999999999,0.0062,0.009000000000000001,6e-05
2008-08-04,-0.009317068950547224,-0.0109,-0.0019,0.0037,6e-05
2008-08-05,0.026604866596611737,0.0265,-0.0058,0.016399999999999998,6e-05
2008-08-06,0.004431211573157118,0.005,0.0054,-0.010700000000000001,6e-05
2008-08-07,-0.015004034659846135,-0.0173,0.0067,-0.0175,6e-05
2008-08-08,0.018410958645558,0.022799999999999997,0.006,0.0123,6e-05
2008-08-11,0.010304328146235412,0.0083,0.013500000000000002,0.011399999999999999,6e-05
2008-08-12,-0.010459168636099457,-0.0105,0.0109,-0.0209,6e-05
2008-08-13,-0.006048365352967883,-0.0015,0.0075,-0.0191,6e-05
2008-08-14,0.007516254324329076,0.0063,0.0007000000000000001,0.0126,6e-05
2008-08-15,0.0048514607894671385,0.0038,-0.0039000000000000003,0.0102,6e-05
2008-08-18,-0.01376860196301999,-0.014499999999999999,0.003,-0.0095,6e-05
2008-08-19,-0.010964118555472732,-0.01,-0.0055000000000000005,-0.0115,6e-05
2008-08-20,0.004635071892868245,0.0054,-0.0069,0.0004,6e-05
2008-08-21,0.001722822833246472,0.0012,-0.0092,-0.0038,6e-05
2008-08-22,0.014371847875950396,0.011399999999999999,0.0042,0.0101,6e-05
2008-08-25,-0.020493562857172146,-0.0192,-0.0011,-0.005,6e-05
2008-08-26,0.00290858978529334,0.0033,-0.0023,0.002,6e-05
2008-08-27,0.009686354079022227,0.0088,0.0023,0.0039000000000000003,6e-05
2008-08-28,0.012055386427413124,0.0151,0.0012,0.0176,6e-05
2008-08-29,-0.010811859969968845,-0.0125,0.002,0.0064,6e-05
2008-09-02,-0.00623115333084777,-0.0044,0.0031,0.0192,7e-05
2008-09-03,-0.0008598771492884065,-0.0023,0.0049,0.015600000000000001,7e-05
2008-09-04,-0.030568596973611046,-0.028999999999999998,0.0023,-0.0048,7e-05
2008-09-05,0.0031394462201257784,0.0042,-0.0088,0.0161,7e-05
2008-09-08,0.020445531166968598,0.0176,-0.0059,0.0213,7e-05
2008-09-09,-0.03013715860553792,-0.0341,0.0066,-0.0078000000000000005,7e-05
2008-09-10,0.004049698517623046,0.006999999999999999,0.0040999999999999995,-0.0075,7e-05
2008-09-11,0.014364422716424184,0.012199999999999999,-0.009300000000000001,0.0014000000000000002,7e-05
2008-09-12,0.004610332074325608,0.0029,-0.0022,-0.0013,7e-05
2008-09-15,-0.04875423864834405,-0.044500000000000005,0.015300000000000001,-0.0226,7e-05
2008-09-16,0.016598746191244056,0.0165,0.0018,0.0202,7e-05
2008-09-17,-0.046005258549173506,-0.046,0.006500000000000001,-0.0212,7e-05
2008-09-18,0.029239787512133898,0.0441,0.009899999999999999,0.04769999999999999,7e-05
2008-09-19,0.038945678483028136,0.042699999999999995,-0.021400000000000002,0.038599999999999995,7e-05
2008-09-22,-0.022899806215422997,-0.0394,0.0044,-0.0336,7e-05
2008-09-23,-0.02301431732989306,-0.0155,0.0007000000000000001,0.0017000000000000001,7e-05
2008-09-24,0.0032000950832851557,-0.0032,-0.0105,-0.006999999999999999,7e-05
2008-09-25,0.015518631435312773,0.017,-0.011699999999999999,0.006500000000000001,7e-05
2008-09-26,0.0004963572545042832,0.0011,-0.009399999999999999,0.0106,7e-05
2008-09-29,-0.08160219260048117,-0.08259999999999999,0.036000000000000004,-0.0395,7e-05
2008-09-30,0.04055624315157393,0.048799999999999996,-0.037599999999999995,0.029900000000000003,7e-05
2008-10-01,0.000603113907018963,-0.004699999999999999,-0.0097,0.0298,4e-05
2008-10-02,-0.03694838277484018,-0.042,-0.0063,0.0070999999999999995,4e-05
2008-10-03,-0.01359215707712698,-0.0147,-0.0079,-0.012199999999999999,4e-05
2008-10-06,-0.052276618586900185,-0.0395,-0.0004,0.0042,4e-05
2008-10-07,-0.04581986165600536,-0.0576,0.011899999999999999,-0.0346,4e-05
2008-10-08,-0.025515184967422146,-0.0127,-0.0014000000000000002,-0.0229,4e-05
2008-10-09,-0.07239794278591008,-0.0735,-0.0015,-0.0253,4e-05
2008-10-10,-0.02455435794090898,-0.0095,0.0381,0.0301,4e-05
2008-10-13,0.135577152724481,0.11349999999999999,-0.025699999999999997,-0.020099999999999996,4e-05
2008-10-14,-0.014910725815191754,-0.0086,-0.031400000000000004,0.044800000000000006,4e-05
2008-10-15,-0.10363717712834891,-0.08779999999999999,0.0026,0.008199999999999999,4e-05
2008-10-16,0.04081292350066504,0.0432,0.0219,-0.015600000000000001,4e-05
2008-10-17,-0.00598981972472098,-0.0040999999999999995,-0.0078000000000000005,-0.008199999999999999,4e-05
2008-10-20,0.05834392539728703,0.0455,-0.0126,-0.0085,4e-05
2008-10-21,-0.030310214022815613,-0.029500000000000002,0.0005,0.0054,4e-05
2008-10-22,-0.055992575246336974,-0.0576,0.0092,0.0007000000000000001,4e-05
2008-10-23,0.01151713017791212,0.0029,-0.0337,-0.008,4e-05
2008-10-24,-0.052045441543456375,-0.032799999999999996,-0.0006,-0.0040999999999999995,4e-05
2008-10-27,-0.0361460580049432,-0.0336,-0.0083,0.0039000000000000003,4e-05
2008-10-28,0.11051664833207542,0.0977,-0.0383,0.0046,4e-05
2008-10-29,-0.007279141543309059,-0.004699999999999999,0.0285,-0.0132,4e-05
2008-10-30,0.03400914382270291,0.029900000000000003,0.0196,-0.0060999999999999995,4e-05
2008-10-31,0.00548830784398905,0.018799999999999997,0.0216,0.0202,4e-05
2008-11-03,0.002887424000283526,-0.0005,0.0012,0.0054,1e-05
2008-11-04,0.03341782642121349,0.035699999999999996,-0.0258,0.0017000000000000001,1e-05
2008-11-05,-0.04293639274521765,-0.050499999999999996,0.0026,-0.0154,1e-05
2008-11-06,-0.05700591692357558,-0.0483,0.015300000000000001,-0.0027,1e-05
2008-11-07,0.03248478989097238,0.0262,-0.0113,-0.0079,1e-05
2008-11-10,-0.013191291819607494,-0.0132,-0.0068000000000000005,-0.0199,1e-05
2008-11-11,-0.03136243905732322,-0.0225,0.0011,0.0011,1e-05
2008-11-12,-0.044998578909704434,-0.051399999999999994,-0.0043,-0.0106,1e-05
2008-11-13,0.060473477837440094,0.0679,0.0066,0.0003,1e-05
2008-11-14,-0.05119433396951463,-0.042699999999999995,-0.0222,-0.0005,1e-05
2008-11-17,-0.013365887913778745,-0.024300000000000002,0.018799999999999997,-0.0174,1e-05
2008-11-18,0.018661832799765195,0.006999999999999999,-0.0128,-0.0064,1e-05
2008-11-19,-0.06622414763652053,-0.0629,0.0,-0.0296,1e-05
2008-11-20,-0.07713285131367673,-0.066,0.0174,-0.024900000000000002,1e-05
2008-11-21,0.05253833463182734,0.0611,-0.0116,-0.022099999999999998,1e-05
